datetime, ibi
2020-02-27 08:37:37.360078,0.734409
2020-02-27 08:37:38.188241,0.8281629999999999
2020-02-27 08:37:38.985152,0.7969109999999999
2020-02-27 08:37:39.766438,0.7812859999999999
2020-02-27 08:37:40.563350,0.7969109999999999
2020-02-27 08:37:41.422764,0.8594139999999999
2020-02-27 08:37:42.266553,0.8437889999999999
2020-02-27 08:37:43.063464,0.7969109999999999
2020-02-27 08:37:43.797873,0.734409
2020-02-27 08:38:22.299635,0.8594139999999999
2020-02-27 08:38:23.018418,0.718783
2020-02-27 08:38:23.893458,0.8750399999999999
2020-02-27 08:38:24.737247,0.8437889999999999
2020-02-27 08:38:25.534158,0.7969109999999999
2020-02-27 08:38:26.346695,0.812537
2020-02-27 08:38:27.221735,0.8750399999999999
2020-02-27 08:38:28.049898,0.8281629999999999
2020-02-27 08:38:28.846810,0.7969109999999999
2020-02-27 08:38:29.690598,0.8437889999999999
2020-02-27 08:38:30.550013,0.8594139999999999
2020-02-27 08:38:31.425053,0.8750399999999999
2020-02-27 08:38:32.237590,0.812537
2020-02-27 08:38:33.097004,0.8594139999999999
2020-02-27 08:38:33.987670,0.890666
2020-02-27 08:38:34.909587,0.921917
2020-02-27 08:38:35.847130,0.937543
2020-02-27 08:38:36.675293,0.8281629999999999
2020-02-27 08:38:37.534708,0.8594139999999999
2020-02-27 08:38:38.612882,1.078174
2020-02-27 08:38:55.910549,0.7812859999999999
2020-02-27 08:38:56.644957,0.734409
2020-02-27 08:38:57.645003,1.000046
2020-02-27 08:38:58.363786,0.718783
2020-02-27 08:38:59.113820,0.750034
2020-02-27 08:38:59.926358,0.812537
2020-02-27 08:39:00.770146,0.8437889999999999
2020-02-27 08:39:01.504555,0.734409
2020-02-27 08:39:02.363969,0.8594139999999999
2020-02-27 08:39:03.067126,0.7031569999999999
2020-02-27 08:39:03.895289,0.8281629999999999
2020-02-27 08:39:04.817206,0.921917
2020-02-27 08:39:05.520364,0.7031569999999999
2020-02-27 08:39:06.348526,0.8281629999999999
2020-02-27 08:39:07.286069,0.937543
2020-02-27 08:39:08.161109,0.8750399999999999
2020-02-27 08:39:08.973647,0.812537
2020-02-27 08:39:09.786184,0.812537
2020-02-27 08:39:10.614347,0.8281629999999999
2020-02-27 08:39:11.520638,0.906291
2020-02-27 08:39:12.395678,0.8750399999999999
2020-02-27 08:39:13.145713,0.750034
2020-02-27 08:39:13.989501,0.8437889999999999
2020-02-27 08:39:14.817664,0.8281629999999999
2020-02-27 08:39:23.880579,0.8437889999999999
2020-02-27 08:39:24.661865,0.7812859999999999
2020-02-27 08:39:25.458776,0.7969109999999999
2020-02-27 08:39:26.380693,0.921917
2020-02-27 08:39:48.506706,0.890666
2020-02-27 08:39:49.366121,0.8594139999999999
2020-02-27 08:39:50.225535,0.8594139999999999
2020-02-27 08:39:51.006821,0.7812859999999999
2020-02-27 08:39:51.803732,0.7969109999999999
2020-02-27 08:39:56.772710,0.8281629999999999
2020-02-27 08:39:57.538370,0.76566
2020-02-27 08:40:02.397967,0.7812859999999999
2020-02-27 08:40:03.351136,0.953169
2020-02-27 08:40:53.869073,0.8750399999999999
2020-02-27 08:40:54.697236,0.8281629999999999
2020-02-27 08:40:55.478522,0.7812859999999999
2020-02-27 08:40:56.275433,0.7969109999999999
2020-02-27 08:40:57.056719,0.7812859999999999
2020-02-27 08:40:57.853631,0.7969109999999999
2020-02-27 08:41:03.338257,0.8281629999999999
2020-02-27 08:41:04.119542,0.7812859999999999
2020-02-27 08:41:05.025834,0.906291
2020-02-27 08:41:05.807120,0.7812859999999999
2020-02-27 08:41:06.635283,0.8281629999999999
2020-02-27 08:41:07.463445,0.8281629999999999
2020-02-27 08:41:08.291608,0.8281629999999999
2020-02-27 08:41:09.119771,0.8281629999999999
2020-02-27 08:41:09.854180,0.734409
2020-02-27 08:41:10.760471,0.906291
2020-02-27 08:41:21.151572,0.8437889999999999
2020-02-27 08:41:22.073489,0.921917
2020-02-27 08:41:22.964155,0.890666
2020-02-27 08:41:23.870446,0.906291
2020-02-27 08:41:27.683121,0.8281629999999999
2020-02-27 08:41:28.558161,0.8750399999999999
2020-02-27 08:41:29.417575,0.8594139999999999
2020-02-27 08:41:30.230113,0.812537
2020-02-27 08:41:31.058275,0.8281629999999999
2020-02-27 08:41:31.902064,0.8437889999999999
