Delta_TP9,Delta_AF7,Delta_AF8,Delta_TP10,Theta_TP9,Theta_AF7,Theta_AF8,Theta_TP10,Alpha_TP9,Alpha_AF7,Alpha_AF8,Alpha_TP10,Beta_TP9,Beta_AF7,Beta_AF8,Beta_TP10,Gamma_TP9,Gamma_AF7,Gamma_AF8,Gamma_TP10,RAW_TP9,RAW_AF7,RAW_AF8,RAW_TP10,AUX_RIGHT,AUX_LEFT,Accelerometer_X,Accelerometer_Y,Accelerometer_Z,Gyro_X,Gyro_Y,Gyro_Z,HeadBandOn,HSI_TP9,HSI_AF7,HSI_AF8,HSI_TP10,Battery,Elements,time
0.8029855036229777,-0.0268481821290762,-0.0050254887926656,0.6703947945575499,0.2080428245971692,-0.0387279875107481,-0.3486304395229322,0.3229899845803765,0.6127721248173237,0.1842185645453687,8.29521498037431e-05,0.7035854332822006,0.7337599374828423,0.3398503152753391,-0.0973226113280326,0.7728854326258747,0.5481969324955625,0.1884637969651881,-0.4489516817888989,0.4666424919470717,793.3699633699634,796.5934065934066,793.7728937728938,808.2783882783883,882.4175824175825,758.3150183150184,0.062378,0.013489,0.993896,2.721558,1.413116,2.474823,1.0,1.0,1.0,1.0,1.0,90.0,,1660301735.806
0.8029855036229777,-0.0268481821290762,-0.0050254887926656,0.6703947945575499,0.2080428245971692,-0.0387279875107481,-0.3486304395229322,0.3229899845803765,0.6127721248173237,0.1842185645453687,8.29521498037431e-05,0.7035854332822006,0.7337599374828423,0.3398503152753391,-0.0973226113280326,0.7728854326258747,0.5481969324955625,0.1884637969651881,-0.4489516817888989,0.4666424919470717,805.054945054945,799.4139194139194,794.981684981685,822.7838827838829,945.6776556776556,853.8095238095239,0.062378,0.013489,0.993896,2.721558,1.413116,2.474823,1.0,1.0,1.0,1.0,1.0,90.0,,1660301735.807
0.8029855036229777,-0.0268481821290762,-0.0050254887926656,0.6703947945575499,0.2080428245971692,-0.0387279875107481,-0.3486304395229322,0.3229899845803765,0.6127721248173237,0.1842185645453687,8.29521498037431e-05,0.7035854332822006,0.7337599374828423,0.3398503152753391,-0.0973226113280326,0.7728854326258747,0.5481969324955625,0.1884637969651881,-0.4489516817888989,0.4666424919470717,805.8608058608058,798.2051282051282,799.8168498168499,811.0989010989011,919.89010989011,749.4505494505495,0.062378,0.013489,0.993896,2.721558,1.413116,2.474823,1.0,1.0,1.0,1.0,1.0,90.0,,1660301735.807
0.8029855036229777,-0.0268481821290762,-0.0050254887926656,0.6703947945575499,0.2080428245971692,-0.0387279875107481,-0.3486304395229322,0.3229899845803765,0.6127721248173237,0.1842185645453687,8.29521498037431e-05,0.7035854332822006,0.7337599374828423,0.3398503152753391,-0.0973226113280326,0.7728854326258747,0.5481969324955625,0.1884637969651881,-0.4489516817888989,0.4666424919470717,798.6080586080586,794.981684981685,799.4139194139194,800.2197802197802,813.919413919414,582.6373626373627,0.062378,0.013489,0.993896,2.721558,1.413116,2.474823,1.0,1.0,1.0,1.0,1.0,90.0,,1660301735.807
0.8029855036229777,-0.0268481821290762,-0.0050254887926656,0.6703947945575499,0.2080428245971692,-0.0387279875107481,-0.3486304395229322,0.3229899845803765,0.6127721248173237,0.1842185645453687,8.29521498037431e-05,0.7035854332822006,0.7337599374828423,0.3398503152753391,-0.0973226113280326,0.7728854326258747,0.5481969324955625,0.1884637969651881,-0.4489516817888989,0.4666424919470717,807.4725274725275,801.025641025641,800.2197802197802,802.6373626373627,806.2637362637363,917.875457875458,0.062378,0.013489,0.993896,2.721558,1.413116,2.474823,1.0,1.0,1.0,1.0,1.0,90.0,,1660301735.807
0.8029855036229777,-0.0268481821290762,-0.0050254887926656,0.6703947945575499,0.2080428245971692,-0.0387279875107481,-0.3486304395229322,0.3229899845803765,0.6127721248173237,0.1842185645453687,8.29521498037431e-05,0.7035854332822006,0.7337599374828423,0.3398503152753391,-0.0973226113280326,0.7728854326258747,0.5481969324955625,0.1884637969651881,-0.4489516817888989,0.4666424919470717,810.6959706959707,809.4871794871796,798.6080586080586,794.981684981685,875.5677655677656,1246.263736263736,0.062378,0.013489,0.993896,2.721558,1.413116,2.474823,1.0,1.0,1.0,1.0,1.0,90.0,,1660301735.808
0.8029855036229777,-0.0268481821290762,-0.0050254887926656,0.6703947945575499,0.2080428245971692,-0.0387279875107481,-0.3486304395229322,0.3229899845803765,0.6127721248173237,0.1842185645453687,8.29521498037431e-05,0.7035854332822006,0.7337599374828423,0.3398503152753391,-0.0973226113280326,0.7728854326258747,0.5481969324955625,0.1884637969651881,-0.4489516817888989,0.4666424919470717,801.025641025641,799.4139194139194,792.1611721611722,793.3699633699634,794.981684981685,1043.186813186813,0.062378,0.013489,0.993896,2.721558,1.413116,2.474823,1.0,1.0,1.0,1.0,1.0,90.0,,1660301735.808
0.8029855036229777,-0.0268481821290762,-0.0050254887926656,0.6703947945575499,0.2080428245971692,-0.0387279875107481,-0.3486304395229322,0.3229899845803765,0.6127721248173237,0.1842185645453687,8.29521498037431e-05,0.7035854332822006,0.7337599374828423,0.3398503152753391,-0.0973226113280326,0.7728854326258747,0.5481969324955625,0.1884637969651881,-0.4489516817888989,0.4666424919470717,790.1465201465202,790.1465201465202,793.3699633699634,792.967032967033,757.1062271062272,706.3369963369963,0.062378,0.013489,0.993896,2.721558,1.413116,2.474823,1.0,1.0,1.0,1.0,1.0,90.0,,1660301735.808
0.8029855036229777,-0.0268481821290762,-0.0050254887926656,0.6703947945575499,0.2080428245971692,-0.0387279875107481,-0.3486304395229322,0.3229899845803765,0.6127721248173237,0.1842185645453687,8.29521498037431e-05,0.7035854332822006,0.7337599374828423,0.3398503152753391,-0.0973226113280326,0.7728854326258747,0.5481969324955625,0.1884637969651881,-0.4489516817888989,0.4666424919470717,786.5201465201466,793.3699633699634,797.8021978021978,800.2197802197802,786.1172161172161,657.1794871794872,0.062378,0.013489,0.993896,2.721558,1.413116,2.474823,1.0,1.0,1.0,1.0,1.0,90.0,,1660301735.809
0.8029855036229777,-0.0268481821290762,-0.0050254887926656,0.6703947945575499,0.2080428245971692,-0.0387279875107481,-0.3486304395229322,0.3229899845803765,0.6127721248173237,0.1842185645453687,8.29521498037431e-05,0.7035854332822006,0.7337599374828423,0.3398503152753391,-0.0973226113280326,0.7728854326258747,0.5481969324955625,0.1884637969651881,-0.4489516817888989,0.4666424919470717,802.2344322344322,794.981684981685,797.8021978021978,803.8461538461539,780.8791208791209,701.5018315018315,0.062378,0.013489,0.993896,2.721558,1.413116,2.474823,1.0,1.0,1.0,1.0,1.0,90.0,,1660301735.809
