datetime, ibi
2020-02-22 18:10:34.814963,0.7969109999999999
2020-02-22 18:10:42.159050,0.7969109999999999
2020-02-22 18:10:42.971587,0.812537
2020-02-22 18:10:43.799750,0.8281629999999999
2020-02-22 18:10:44.627913,0.8281629999999999
2020-02-22 18:10:45.424824,0.7969109999999999
2020-02-22 18:10:46.221735,0.7969109999999999
2020-02-22 18:13:00.196618,0.625029
2020-02-22 18:13:00.868524,0.671906
2020-02-22 18:13:01.556055,0.687531
2020-02-22 18:13:02.227961,0.671906
2020-02-22 18:13:02.915493,0.687531
2020-02-22 18:23:26.803426,0.625029
2020-02-22 18:23:27.428454,0.625029
2020-02-22 18:23:37.491415,0.65628
2020-02-22 18:23:38.132069,0.640654
2020-02-22 18:23:38.757098,0.625029
2020-02-22 18:23:39.397752,0.640654
2020-02-22 18:23:40.022781,0.625029
2020-02-22 18:23:40.679061,0.65628
2020-02-22 18:23:41.319715,0.640654
2020-02-22 18:23:41.960370,0.640654
2020-02-22 18:23:42.601024,0.640654
2020-02-22 18:23:43.272930,0.671906
2020-02-22 18:23:43.929210,0.65628
2020-02-22 18:23:44.601115,0.671906
2020-02-22 18:26:11.435962,0.750034
2020-02-22 18:26:12.185996,0.750034
2020-02-22 18:26:12.904779,0.718783
2020-02-22 18:26:13.623562,0.718783
2020-02-22 18:26:14.420473,0.7969109999999999
2020-02-22 18:26:15.170508,0.750034
2020-02-22 18:26:26.717911,0.734409
2020-02-22 18:27:21.642300,0.812537
2020-02-22 18:27:22.470463,0.8281629999999999
2020-02-22 18:27:23.251749,0.7812859999999999
2020-02-22 18:27:24.064286,0.812537
2020-02-22 18:27:24.861198,0.7969109999999999
2020-02-22 18:27:25.673735,0.812537
2020-02-22 18:27:26.470646,0.7969109999999999
2020-02-22 18:27:27.251932,0.7812859999999999
2020-02-22 18:27:28.033218,0.7812859999999999
2020-02-22 18:27:28.830129,0.7969109999999999
2020-02-22 18:27:29.611415,0.7812859999999999
2020-02-22 18:27:30.408327,0.7969109999999999
2020-02-22 18:27:31.220864,0.812537
2020-02-22 18:27:32.049027,0.8281629999999999
2020-02-22 18:27:32.845938,0.7969109999999999
2020-02-22 18:27:33.642850,0.7969109999999999
2020-02-22 18:27:34.486638,0.8437889999999999
2020-02-22 18:27:35.236673,0.750034
2020-02-22 18:27:36.002333,0.76566
2020-02-22 18:27:36.752367,0.750034
2020-02-22 18:27:37.533653,0.7812859999999999
2020-02-22 18:30:27.400803,0.7969109999999999
2020-02-22 18:30:28.197715,0.7969109999999999
2020-02-22 18:30:29.010252,0.812537
2020-02-22 18:33:10.361387,0.640654
2020-02-22 18:33:11.002042,0.640654
2020-02-22 18:33:11.627070,0.625029
2020-02-22 18:33:12.252099,0.625029
2020-02-22 18:33:12.892753,0.640654
2020-02-22 18:33:13.533408,0.640654
2020-02-22 18:33:14.174062,0.640654
2020-02-22 18:33:14.799091,0.625029
2020-02-22 18:33:15.439745,0.640654
2020-02-22 18:33:16.064774,0.625029
2020-02-22 18:33:16.721054,0.65628
2020-02-22 18:33:17.361708,0.640654
2020-02-22 18:33:17.986737,0.625029
