datetime, ibi
2020-03-21 08:42:20.768132,0.8437889999999999
2020-03-21 08:42:21.752552,0.9844200000000001
2020-03-21 08:42:22.627592,0.8750399999999999
2020-03-21 08:43:15.098744,0.7969109999999999
2020-03-21 08:43:27.161796,1.031297
2020-03-21 08:44:21.523659,0.8750399999999999
2020-03-21 08:44:22.414325,0.890666
2020-03-21 08:44:51.431278,0.906291
2020-03-21 08:44:52.337570,0.906291
2020-03-21 08:44:53.228236,0.890666
2020-03-21 08:44:54.165779,0.937543
2020-03-21 08:44:55.103322,0.937543
2020-03-21 08:45:01.212976,0.8437889999999999
2020-03-21 08:45:02.088016,0.8750399999999999
2020-03-21 08:45:03.166191,1.078174
2020-03-21 08:45:28.792364,0.812537
2020-03-21 08:45:29.792409,1.000046
2020-03-21 08:45:30.636198,0.8437889999999999
2020-03-21 08:45:31.651870,1.015671
2020-03-21 08:45:32.417530,0.76566
2020-03-21 08:45:33.355072,0.937543
2020-03-21 08:45:45.871270,0.76566
2020-03-21 08:45:46.902568,1.031297
2020-03-21 08:45:47.668228,0.76566
2020-03-21 08:45:48.668273,1.000046
2020-03-21 08:45:49.668319,1.000046
2020-03-21 08:45:50.433979,0.76566
2020-03-21 08:45:51.340271,0.906291
2020-03-21 08:46:04.840889,0.8594139999999999
2020-03-21 08:46:05.715929,0.8750399999999999
2020-03-21 08:46:06.606595,0.890666
2020-03-21 08:46:07.512886,0.906291
2020-03-21 08:46:08.403552,0.890666
2020-03-21 08:46:31.388979,0.906291
2020-03-21 08:46:32.404650,1.015671
2020-03-21 08:46:33.217188,0.812537
2020-03-21 08:46:34.295362,1.078174
2020-03-21 08:46:35.061022,0.76566
2020-03-21 08:46:35.920436,0.8594139999999999
2020-03-21 08:46:36.779851,0.8594139999999999
2020-03-21 08:47:43.845421,0.7969109999999999
2020-03-21 08:47:44.689209,0.8437889999999999
2020-03-21 08:47:45.626752,0.937543
2020-03-21 08:48:17.159446,0.7969109999999999
2020-03-21 08:48:24.284772,0.9844200000000001
2020-03-21 08:48:36.316572,0.9844200000000001
2020-03-21 08:50:12.539727,0.921917
2020-03-21 08:50:13.539773,1.000046
2020-03-21 08:50:14.492941,0.953169
2020-03-21 08:50:28.993605,0.906291
2020-03-21 08:50:40.681640,0.8594139999999999
2020-03-21 08:50:41.603557,0.921917
2020-03-21 08:52:15.201591,0.812537
2020-03-21 08:52:16.139134,0.937543
2020-03-21 08:52:16.857917,0.718783
2020-03-21 08:52:27.655287,0.953169
2020-03-21 08:54:03.722184,0.968794
2020-03-21 08:57:06.699310,0.8437889999999999
2020-03-21 08:57:07.668104,0.968794
2020-03-21 08:57:47.685561,0.890666
2020-03-21 08:57:48.638729,0.953169
2020-03-21 08:57:49.498144,0.8594139999999999
2020-03-21 08:58:09.561562,0.8750399999999999
2020-03-21 08:58:10.608485,1.046923
2020-03-21 08:58:11.436648,0.8281629999999999
2020-03-21 08:58:56.923105,0.968794
2020-03-21 08:59:19.580392,0.937543
2020-03-21 08:59:20.486684,0.906291
2020-03-21 08:59:21.408601,0.921917
2020-03-21 08:59:22.330518,0.921917
2020-03-21 08:59:26.924478,0.8750399999999999
2020-03-21 08:59:27.815144,0.890666
2020-03-21 08:59:28.737061,0.921917
2020-03-21 08:59:29.612101,0.8750399999999999
2020-03-21 08:59:30.580896,0.968794
2020-03-21 09:00:22.770785,1.062549
2020-03-21 09:00:55.287898,1.078174
2020-03-21 09:01:07.991605,0.906291
2020-03-21 09:01:08.741639,0.750034
2020-03-21 09:01:19.851522,0.921917
2020-03-21 09:01:20.742188,0.890666
2020-03-21 09:01:21.664105,0.921917
2020-03-21 09:03:05.793872,0.812537
2020-03-21 09:03:06.684538,0.890666
2020-03-21 09:03:07.512701,0.8281629999999999
2020-03-21 09:03:20.982067,0.906291
2020-03-21 09:03:21.857107,0.8750399999999999
2020-03-21 09:03:22.763399,0.906291
2020-03-21 09:03:23.544684,0.7812859999999999
2020-03-21 09:03:28.998059,0.8594139999999999
2020-03-21 09:03:30.091859,1.0938
2020-03-21 09:03:39.295405,0.8437889999999999
2020-03-21 09:03:40.170445,0.8750399999999999
2020-03-21 09:03:41.014234,0.8437889999999999
2020-03-21 09:03:41.904900,0.890666
2020-03-21 09:03:42.748688,0.8437889999999999
2020-03-21 09:03:43.639354,0.890666
2020-03-21 09:03:44.514394,0.8750399999999999
2020-03-21 09:03:45.405060,0.890666
2020-03-21 09:03:46.280100,0.8750399999999999
2020-03-21 09:03:47.186392,0.906291
2020-03-21 09:03:48.092683,0.906291
2020-03-21 09:03:49.014600,0.921917
2020-03-21 09:03:49.889640,0.8750399999999999
2020-03-21 09:03:50.780306,0.890666
2020-03-21 09:03:51.686598,0.906291
2020-03-21 09:03:52.577263,0.890666
2020-03-21 09:03:53.467929,0.890666
