model,rmse_mg_dl,mae_mg_dl,median_ae_mg_dl,mard_percent,r2,patient_macro_mae_mg_dl,patient_macro_rmse_mg_dl
persistence_current_glucose,30.95098764762825,20.10909090909091,11.0,15.434631398513668,0.6534843649354287,28.572171948316115,32.98658366917229
validation_shrunk_multitask_ehr,29.06107337313696,19.56700377616375,12.225551374439021,15.429498434604245,0.6945099193411007,29.04329565070333,32.752659260529015
